Region,Date,Title,Summary
Americas,22 Sep 2023,PAHO and Canada join efforts to eliminate trachoma in Latin America and the Caribbean,"Washington, DC, 22 September 2023, PAHO/WHO – The Pan American Health Organization (PAHO) and the Government of Canada have launched an initiative to eliminate trachoma, an infectious eye disease and leading cause of blindness among women in poor, remote areas of Latin America. Through a C$ 15 million (US$ 11.2 million) contribution provided by…"
Americas,21 Sep 2023,"Renewed focus on Primary Health Care key to resilient, inclusive health systems: PAHO Director","Speaking at UNGA, PAHO Director highlights need for new models of health financing, decentralized services, expanded health workforce, and strengthened digital and medical technology New York, 21 September 2023, (PAHO) – A fundamental change in health priorities with a renewed focus on Primary Health Care is crucial to ensure post-pandemic…"
Americas,21 Sep 2023,World leaders commit to redouble efforts towards universal health coverage by 2030,"New York / Geneva, 21 September 2023 — Today, at the United Nations (UN) General Assembly High-Level Meeting, world leaders have approved a new Political Declaration on “Universal Health Coverage (UHC): expanding our ambition for health and well-being in a post-COVID world”. The declaration is hailed as a vital catalyst for the…"
Americas,21 Sep 2023,Billions left behind on the path to universal health coverage,"New York/Geneva/Washington D.C., September 21, 2023 — The World Health Organization (WHO) and the World Bank have jointly published the 2023 Universal Health Coverage (UHC) Global Monitoring Report, revealing an alarming stagnation in the progress towards providing people everywhere with quality, affordable, and accessible health care.…"
Americas,20 Sep 2023,"WHO welcomes historic commitment by world leaders for greater collaboration, governance and investment to prevent, prepare for and respond to future pandemics","September 20, 2023 (WHO)- The World Health Organization welcomed today’s historic commitment shown by global leaders, at the United Nations General Assembly, to strengthen the international cooperation, coordination, governance and investment needed to prevent a repeat of the devastating health and socioeconomic impact caused by COVID-19,…"
Americas,25 Sep 2023,PAHO convenes ministers of Health of the Americas to discuss Health priorities for the Region,"Representatives will seek to reach agreements to prevent and control non-communicable diseases in children, adolescents, and young people, and to reduce the suicide rate, which increased by 17% between 2000 and 2019, among other issues. Washington, DC, September 20, 2023 (PAHO)- Ministers of Health and other high-level authorities from the…"
Americas,24 Sep 2023,PAHO Director Urges Caribbean Health Ministers to Utilize Collective Action,"Bridgetown, Barbados, 24 September 2023 (PAHO/WHO) - Caribbean Ministers of Heath have been urged to utilize collective action to strengthen their healthcare systems, adopt sustainable practices that protect the environment and promote healthy living, and prioritize equity in healthcare delivery. Pan American Health Organization (PAHO) Director,…"
Americas,22 Sep 2023,PAHO and Vital Strategies agree to bolster evidence-based approaches to advance public health in the Americas,"New York City, September 22, 2023 (PAHO) - The Pan American Health Organization (PAHO) and Vital Strategies today signed a new partnership agreement to improve the use of data and evidence to address health challenges in the Americas. ""In an increasingly data-driven world, it is critical that we harness the power of data to inform health policies…"
Americas,22 Sep 2023,World leaders commit to new targets to end TB,"New York, 22 September 2023 — World leaders at the United Nations General Assembly’s High-Level Meeting on Tuberculosis have approved a Political Declaration with ambitious new targets for the next five years to advance the global efforts towards ending the TB epidemic. The targets include reaching 90% of people with TB prevention and care…"
Americas,22 Sep 2023,PAHO and Canada join efforts to eliminate trachoma in Latin America and the Caribbean,"Washington, DC, 22 September 2023, PAHO/WHO – The Pan American Health Organization (PAHO) and the Government of Canada have launched an initiative to eliminate trachoma, an infectious eye disease and leading cause of blindness among women in poor, remote areas of Latin America. Through a C$ 15 million (US$ 11.2 million) contribution provided by…"
Americas,21 Sep 2023,"Renewed focus on Primary Health Care key to resilient, inclusive health systems: PAHO Director","Speaking at UNGA, PAHO Director highlights need for new models of health financing, decentralized services, expanded health workforce, and strengthened digital and medical technology New York, 21 September 2023, (PAHO) – A fundamental change in health priorities with a renewed focus on Primary Health Care is crucial to ensure post-pandemic…"
Americas,21 Sep 2023,World leaders commit to redouble efforts towards universal health coverage by 2030,"New York / Geneva, 21 September 2023 — Today, at the United Nations (UN) General Assembly High-Level Meeting, world leaders have approved a new Political Declaration on “Universal Health Coverage (UHC): expanding our ambition for health and well-being in a post-COVID world”. The declaration is hailed as a vital catalyst for the…"
Americas,21 Sep 2023,Billions left behind on the path to universal health coverage,"New York/Geneva/Washington D.C., September 21, 2023 — The World Health Organization (WHO) and the World Bank have jointly published the 2023 Universal Health Coverage (UHC) Global Monitoring Report, revealing an alarming stagnation in the progress towards providing people everywhere with quality, affordable, and accessible health care.…"
Americas,20 Sep 2023,"WHO welcomes historic commitment by world leaders for greater collaboration, governance and investment to prevent, prepare for and respond to future pandemics","September 20, 2023 (WHO)- The World Health Organization welcomed today’s historic commitment shown by global leaders, at the United Nations General Assembly, to strengthen the international cooperation, coordination, governance and investment needed to prevent a repeat of the devastating health and socioeconomic impact caused by COVID-19,…"
Americas,20 Sep 2023,PAHO and FIND sign agreement to improve access to diagnostics in Latin America and the Caribbean,"New York City, New York, September 20, 2023 (PAHO)- The Pan American Health Organization (PAHO) and FIND today signed an agreement to expand access to essential medical diagnostic tests in Latin America and the Caribbean.  The partnership will focus on improving equitable and timely access to quality-assured, cost-effective diagnostic…"
